Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed
21DT002544,02/19/2021,310 W 74TH PL,TRANPORT,$50.00
21DT002544,02/19/2021,310 W 74TH PL,TRANPORT,$500.00
21DT002672,02/19/2021,4002 W CHICAGO ,TRANPORT,$50.00
21DT002672,02/19/2021,4002 W CHICAGO ,TRANPORT,$500.00
21DT002729,02/04/2021,6247 S NARRAGANSETT ,TRANPORT,$150.00
21DT002730,02/04/2021,6246 S MULLIGAN ,TRANPORT,$150.00
21DT002731,02/04/2021,6350 W 63RD ST,TRANPORT,$150.00
21DT002747,01/27/2021,5450 S 47TH ,TRANPORT,$500.00
21DT002748,01/27/2021,7054 W ARCHER ,TRANPORT,$500.00
21DT002749,01/27/2021,7054 W ARCHER ,TRANPORT,$500.00
21DT002756,01/29/2021,5687 S ARCHER ,TRANPORT,$50.00
21DT002756,01/29/2021,5687 S ARCHER ,TRANPORT,$150.00
21DT002756,01/29/2021,5687 S ARCHER ,TRANPORT,$500.00
21DT002757,01/28/2021,6944 S ARCHER ,TRANPORT,$150.00
21DT002757,01/28/2021,6944 S ARCHER ,TRANPORT,$500.00
21DT002758,01/28/2021,6944 S ARCHER ,TRANPORT,$150.00
21DT002758,01/28/2021,6944 S ARCHER ,TRANPORT,$500.00
21DT002759,01/27/2021,6141 S ARCHER ,TRANPORT,$150.00
21DT002760,01/27/2021,6141 S ARCHER ,TRANPORT,$150.00
21DT002765,02/11/2021,5055 W 63RD ST,TRANPORT,$150.00
21DT002766,02/02/2021,7000 W ARCHER ,TRANPORT,$0.00
21DT002767,02/02/2021,5458 S SAYRE ,TRANPORT,$50.00
21DT002768,02/02/2021,5901 S HARLEM ,TRANPORT,$500.00
21DT002769,02/02/2021,7157 W 59TH ST,TRANPORT,$0.00
21DT002770,02/02/2021,5901 S HARLEM ,TRANPORT,$500.00
21DT002771,02/18/2021,5414 S NEWLAND ,TRANPORT,$150.00
21DT002771,02/18/2021,5414 S NEWLAND ,TRANPORT,$500.00
21DT002772,02/18/2021,6940 W ARCHER ,TRANPORT,$150.00
21DT002772,02/18/2021,6940 W ARCHER ,TRANPORT,$500.00
21DT002773,02/18/2021,5944 W ARCHER ,TRANPORT,$150.00
21DT002774,02/02/2021,3918 W 63RD ST,TRANPORT,$150.00
21DT002775,02/05/2021,6400 W ARCHER ,TRANPORT,$500.00
21DT002776,02/05/2021,5446 S NARRAGANSETT ,TRANPORT,$500.00
21DT002777,02/09/2021,7150 W 54TH ST,TRANPORT,$110.00
21DT002778,02/09/2021,5349 S HARLEM ,TRANPORT,$0.00
21DT002779,02/05/2021,6343 W 63RD ST,TRANPORT,$0.00
21DT002780,02/05/2021,343 W 63RD ST,TRANPORT,$0.00
21DT002781,02/05/2021,6301 S NARRAGANSETT ,TRANPORT,$0.00
21DT002782,02/05/2021,6301 S NARRAGANSETT ,TRANPORT,$0.00
21DT002783,02/08/2021,7159 W 56TH ST,TRANPORT,$150.00
21DT002783,02/08/2021,7159 W 56TH ST,TRANPORT,$500.00
21DT002784,02/08/2021,5601 S HARLEM ,TRANPORT,$150.00
21DT002785,02/08/2021,6401 W 63RD ST,TRANPORT,$150.00
21DT002785,02/08/2021,6401 W 63RD ST,TRANPORT,$500.00
21DT002786,02/08/2021,6300 S NARRAGANSETT ,TRANPORT,$500.00
21DT002787,02/05/2021,6417 W ARCHER ,TRANPORT,$0.00
21DT002788,02/05/2021,5501 S NAGLE ,TRANPORT,$50.00
21DT002789,02/04/2021,5900 S SAWYER ,TRANPORT,$500.00
21DT002791,02/08/2021,5259 S ARCHER ,TRANPORT,$0.00
21DT002791,02/08/2021,5259 S ARCHER ,TRANPORT,$500.00
21DT002792,02/08/2021,5140 S KOLMAR ,TRANPORT,$110.00
21DT002793,02/11/2021,5115 W 63RD ST,TRANPORT,$0.00
21DT002794,02/11/2021,601 S LEAMINGTON ,TRANPORT,$500.00
21DT002795,02/04/2021,4500 W 63RD ST,TRANPORT,$150.00
21DT002796,02/04/2021,6248 S KILBOURN ,TRANPORT,$150.00
21DT002797,02/05/2021,2724 W 51ST ST,TRANPORT,$50.00
21DT002797,02/05/2021,2724 W 51ST ST,TRANPORT,$500.00
21DT002798,02/05/2021,5059 S CALIFORNIA ,TRANPORT,$0.00
21DT002798,02/05/2021,5059 S CALIFORNIA ,TRANPORT,$500.00
21DT002799,02/04/2021,5101 S KEDZIE ,TRANPORT,$500.00
21DT002800,02/09/2021,3159 W 51ST ST,TRANPORT,$500.00
21DT002801,02/09/2021,5959 W 63RD ST,TRANPORT,$500.00
21DT002802,02/09/2021,5953 W 63RD ST,TRANPORT,$500.00
21DT002803,02/09/2021,6301 S AUSTIN ,TRANPORT,$500.00
21DT002804,02/09/2021,6754 W 63RD ST,TRANPORT,$50.00
21DT002804,02/09/2021,6754 W 63RD ST,TRANPORT,$500.00
21DT002805,02/09/2021,6259 S OAK PARK ,TRANPORT,$0.00
21DT002805,02/09/2021,6259 S OAK PARK ,TRANPORT,$500.00
21DT002831,01/29/2021,6621 W ARCHER ,TRANPORT,$110.00
21DT002832,01/28/2021,6848 W ARCHER ,TRANPORT,$150.00
21DT002833,01/28/2021,4724 W 51ST ST,TRANPORT,$150.00
21DT002834,01/28/2021,5001 S CICERO ,TRANPORT,$150.00
21DT002968,02/19/2021,6609 W ARCHER ,TRANPORT,$150.00
21DT002969,02/22/2021,7142 W 56TH ST,TRANPORT,$500.00
21DT002970,02/22/2021,5543 S HARLEM ,TRANPORT,$500.00
21DT002971,02/22/2021,2400 W 51ST ST,TRANPORT,$500.00
21DT002972,02/22/2021,2418 W 51ST ST,TRANPORT,$500.00
21DT002973,02/22/2021,5357 S MC VICKER ,TRANPORT,$500.00
21DT002974,02/22/2021,6188 S ARCHER ,TRANPORT,$500.00
21DT002975,02/22/2021,5500 S NORDICA ,TRANPORT,$500.00
21DT002976,02/22/2021,7035 W ARCHER ,TRANPORT,$500.00
21DT002977,02/18/2021,5308 S CENTRAL ,TRANPORT,$0.00
21DT002977,02/18/2021,5308 S CENTRAL ,TRANPORT,$500.00
21DT002978,02/18/2021,5308 S CENTRAL ,TRANPORT,$0.00
21DT002978,02/18/2021,5308 S CENTRAL ,TRANPORT,$500.00
21DT002979,02/18/2021,5892 S ARCHER ,TRANPORT,$0.00
21DT002979,02/18/2021,5892 S ARCHER ,TRANPORT,$500.00
21DT002980,02/18/2021,6950 W ARCHER ,TRANPORT,$50.00
21DT002981,02/18/2021,5449 S SAYRE ,TRANPORT,$0.00
21DT002982,02/18/2021,6950 W ARCHER ,TRANPORT,$0.00
21DT002983,02/18/2021,5438 S MULLIGAN ,TRANPORT,$0.00
21DT002983,02/18/2021,5438 S MULLIGAN ,TRANPORT,$150.00
21DT002984,02/18/2021,5438 S MULLIGAN ,TRANPORT,$150.00
21DT002985,02/18/2021,6366 W ARCHER ,TRANPORT,$0.00
21DT002985,02/18/2021,6366 W ARCHER ,TRANPORT,$150.00
21DT003048,02/22/2021,5358 S MCVICKER ,TRANPORT,$50.00
21DT003049,02/22/2021,6188 S ARCHER ,TRANPORT,$50.00
21DT003050,02/19/2021,5458 S RUTHERFORD ,TRANPORT,$150.00
21DT003051,02/19/2021,6738 W ARCHER ,TRANPORT,$150.00
21DT003052,02/22/2021,4741 W 51ST ST,TRANPORT,$0.00
21DT003053,02/22/2021,5101 S CICERO ,TRANPORT,$0.00
21DT003371,02/22/2021,1629 S CLINTON ,TRANPORT,$0.00
21DT003372,02/18/2021,225 N WESTERN ,TRANPORT,$500.00
22DT000545,01/05/2022,3020 N ASHLAND ,TRANPORT,$150.00
22DT000546,01/03/2022,2475 N MILWAUKEE ,TRANPORT,$0.00
22DT000546,01/03/2022,2475 N MILWAUKEE ,TRANPORT,$150.00
22DT000547,01/04/2022,901 N WESTERN ,TRANPORT,$0.00
22DT000547,01/04/2022,901 N WESTERN ,TRANPORT,$500.00
22DT000549,01/03/2022,3033 N LINCOLN ,TRANPORT,$150.00
22DT000550,01/03/2022,3066 N LINCOLN ,TRANPORT,$150.00
22DT000555,01/04/2022,2741 N LARAMIE ,TRANPORT,$500.00
22DT000556,01/03/2022,5150 W PARKER ,TRANPORT,$500.00
22DT000557,01/05/2022,3142 N NARRAGANSETT ,TRANPORT,$50.00
22DT000558,01/05/2022,1345 N PULASKI RD,TRANPORT,$0.00
22DT000559,01/05/2022,1351 N PULASKI RD,TRANPORT,$0.00
22DT000560,01/05/2022,2454 N KOSTNER ,TRANPORT,$50.00
22DT000560,01/05/2022,2454 N KOSTNER ,TRANPORT,$150.00
22DT000561,01/05/2022,1901 W BELMONT ,TRANPORT,$150.00
22DT000562,01/05/2022,1913 W BELMONT ,TRANPORT,$0.00
22DT000562,01/05/2022,1913 W BELMONT ,TRANPORT,$150.00
22DT000563,01/05/2022,2322 W FULLERTON ,TRANPORT,$150.00
22DT000565,01/05/2022,2160 W WABANSIA ,TRANPORT,$150.00
22DT000570,01/03/2022,6941 W GRAND ,TRANPORT,$500.00
22DT000571,01/03/2022,2948 N NARRAGANSETT ,TRANPORT,$500.00
22DT000582,01/04/2022,2649 E 75TH ST,TRANPORT,$150.00
22DT000582,01/04/2022,2649 E 75TH ST,TRANPORT,$500.00
22DT000583,01/04/2022,7503 S EXCHANGE ,TRANPORT,$150.00
22DT000583,01/04/2022,7503 S EXCHANGE ,TRANPORT,$500.00
22DT000599,01/04/2022,4224 W 51ST ST,TRANPORT,$50.00
22DT000600,01/04/2022,4853 S ARCHER ,TRANPORT,$500.00
22DT000601,01/03/2022,5435 S KEDZIE ,TRANPORT,$500.00
22DT000602,01/03/2022,5450 S NORMANDY ,TRANPORT,$50.00
22DT000609,01/06/2022,169 W ONTERIO ST,TRANPORT,$150.00
22DT000610,01/04/2022,315 W CHICAGO ,TRANPORT,$0.00
22DT000610,01/04/2022,315 W CHICAGO ,TRANPORT,$150.00
22DT000611,01/10/2022,315 S JEFFERSON ST,TRANPORT,$150.00
22DT000611,01/10/2022,315 S JEFFERSON ST,TRANPORT,$500.00
22DT000612,01/04/2022,455 W NORTH ,TRANPORT,$150.00
22DT000612,01/04/2022,455 W NORTH ,TRANPORT,$500.00
22DT000613,01/06/2022,149 W ONTERIO ST,TRANPORT,$0.00
22DT000613,01/06/2022,149 W ONTERIO ST,TRANPORT,$150.00
22DT000615,01/06/2022,644 W SCHUBERT ,TRANPORT,$0.00
22DT000616,01/07/2022,1856 N SHEFFIELD ,TRANPORT,$500.00
22DT000617,01/07/2022,1939 N HUDSON ,TRANPORT,$0.00
22DT000618,01/07/2022,1925 N HUDSON ,TRANPORT,$500.00
22DT000619,01/07/2022,1923 N HUDSON ,TRANPORT,$150.00
22DT000620,01/07/2022,1921 N HUDSON ,TRANPORT,$150.00
22DT000621,01/05/2022,1945 N SEDWICK ST,TRANPORT,$150.00
22DT000622,01/06/2022,135 N DES PLAINES ST,TRANPORT,$150.00
22DT000623,01/10/2022,2461 N GENEVA TERR ,TRANPORT,$150.00
22DT000624,01/10/2022,1919 N DAYTON ST,TRANPORT,$150.00
22DT000625,01/10/2022,2207 N ORCHARD ST,TRANPORT,$150.00
22DT000626,01/10/2022,2658 N WILTON ,TRANPORT,$150.00
22DT000629,01/10/2022,9800 S HALSTED ,TRANPORT,$50.00
22DT000629,01/10/2022,9800 S HALSTED ,TRANPORT,$500.00
22DT000630,01/10/2022,9900 S HALSTED ,TRANPORT,$0.00
22DT000630,01/10/2022,9900 S HALSTED ,TRANPORT,$500.00
22DT000657,01/11/2022,2150 N CICERO ,TRANPORT,$500.00
22DT000658,01/05/2022,2415 N NEWCASTLE ,TRANPORT,$50.00
22DT000659,01/11/2022,5801 W CHICAGO ,TRANPORT,$150.00
22DT000659,01/11/2022,5801 W CHICAGO ,TRANPORT,$500.00
22DT000660,01/11/2022,2205 N CICERO ,TRANPORT,$150.00
22DT000660,01/11/2022,2205 N CICERO ,TRANPORT,$500.00
22DT000661,01/12/2022,2222 N NATCHEZ ,TRANPORT,$150.00
22DT000663,01/10/2022,2733 N LARAMIE ,TRANPORT,$0.00
22DT000663,01/10/2022,2733 N LARAMIE ,TRANPORT,$150.00
22DT000664,01/10/2022,5524 W BARRY ,TRANPORT,$150.00
22DT000667,01/11/2022,2502 N LECLAIRE ,TRANPORT,$150.00
22DT000672,01/10/2022,4755 W DIVERSEY ,TRANPORT,$150.00
22DT000673,01/11/2022,4101 W NELSON ,TRANPORT,$150.00
22DT000674,01/11/2022,5201 W WELLINGTON ,TRANPORT,$500.00
22DT000675,01/11/2022,3324 W DIVERSEY ,TRANPORT,$0.00
22DT000676,01/10/2022,3407 W BELMONT ,TRANPORT,$150.00
22DT000678,01/11/2022,1252 W WRIGHTWOOD ,TRANPORT,$150.00
22DT000679,01/12/2022,623 W MONROE ST,TRANPORT,$150.00
22DT000679,01/12/2022,623 W MONROE ST,TRANPORT,$500.00
22DT000680,01/12/2022,627 W RANDOLPH ST,TRANPORT,$150.00
22DT000681,01/11/2022,1248 W WRIGHTWOOD ,TRANPORT,$150.00
22DT000692,01/20/2022,1858 N SEDGWICK ST,TRANPORT,$150.00
22DT000694,01/05/2022,1721 W JULIAN ,TRANPORT,$500.00
22DT000695,01/10/2022,610 W 43RD PL,TRANPORT,$50.00
22DT000696,01/10/2022,2800 S WALLACE ,TRANPORT,$150.00
22DT000697,01/20/2022,2601 S WELLS ,TRANPORT,$150.00
22DT000698,01/10/2022,3347 S CARPENTER ,TRANPORT,$500.00
22DT000700,01/10/2022,535 W 36TH ST,TRANPORT,$150.00
22DT000701,01/11/2022,3714 S HALSTED ,TRANPORT,$50.00
22DT000701,01/11/2022,3714 S HALSTED ,TRANPORT,$150.00
22DT000702,01/18/2022,2924 S LOOMIS ,TRANPORT,$500.00
22DT000711,01/10/2022,3720 S UNION ,TRANPORT,$500.00
22DT000712,01/11/2022,2059 W AUGUSTA ,TRANPORT,$150.00
22DT000713,01/07/2022,1980 N CLYBOURN ,TRANPORT,$500.00
22DT000714,01/04/2022,18 W WASHINGTON ,TRANPORT,$150.00
22DT000714,01/04/2022,18 W WASHINGTON ,TRANPORT,$500.00
22DT000715,01/11/2022,920 N HOYNE ,TRANPORT,$150.00
22DT000715,01/11/2022,920 N HOYNE ,TRANPORT,$500.00
22DT000726,01/12/2022,133 S ASHLAND ,TRANPORT,$50.00
22DT000755,01/12/2022,1664 S BLUE ISLAND ,TRANPORT,$150.00
22DT000755,01/12/2022,1664 S BLUE ISLAND ,TRANPORT,$500.00
22DT000756,01/11/2022,100  UNKNOWN ,TRANPORT,$150.00
22DT000757,01/10/2022,1001 W CULLERTON ,TRANPORT,$110.00
22DT000758,01/10/2022,3415 S ARCHER ,TRANPORT,$0.00
22DT000768,01/11/2022,1959 W GRAND ,TRANPORT,$150.00
22DT000769,01/13/2022,1901 W OHIO ST,TRANPORT,$150.00
22DT000769,01/13/2022,1901 W OHIO ST,TRANPORT,$500.00
22DT000770,01/12/2022,3045 N SOUTHPORT ,TRANPORT,$80.00
22DT000771,01/12/2022,3139 N PAULINA ST,TRANPORT,$150.00
22DT000771,01/12/2022,3139 N PAULINA ST,TRANPORT,$500.00
22DT000772,01/12/2022,2219 W WELLINGTON ,TRANPORT,$50.00
22DT000772,01/12/2022,2219 W WELLINGTON ,TRANPORT,$150.00
22DT000773,01/12/2022,2902 N SEELEY ST,TRANPORT,$0.00
22DT000773,01/12/2022,2902 N SEELEY ST,TRANPORT,$150.00
22DT000774,01/11/2022,2900 N LINCOLN ,TRANPORT,$0.00
22DT000774,01/11/2022,2900 N LINCOLN ,TRANPORT,$150.00
22DT000775,01/11/2022,3008 N LINCOLN ,TRANPORT,$0.00
22DT000776,01/11/2022,1401 N MILWAUKEE ,TRANPORT,$150.00
22DT000793,01/10/2022,1728 W 18TH PL,TRANPORT,$0.00
22DT000803,01/11/2022,1312 W 31ST ST,TRANPORT,$150.00
22DT000804,01/11/2022,3337 S MORGAN ,TRANPORT,$150.00
22DT000815,01/18/2022,13220 S BALTIMORE ,TRANPORT,$150.00
22DT000820,01/10/2022,2758 N MOZART ST,TRANPORT,$150.00
22DT000821,01/07/2022,2300 W BELMONT ,TRANPORT,$150.00
22DT000822,01/05/2022,1801 N WINNEBAGO ,TRANPORT,$150.00
22DT000822,01/05/2022,1801 N WINNEBAGO ,TRANPORT,$500.00
22DT000823,01/10/2022,2910 W ARMITAGE ,TRANPORT,$500.00
22DT000824,01/11/2022,470 N OGDEN ,TRANPORT,$150.00
22DT000825,01/07/2022,2519 N CALIFORNIA ,TRANPORT,$150.00
22DT000826,01/07/2022,2824 W ARMITAGE ,TRANPORT,$50.00
22DT000827,01/07/2022,2534 N ELSTON ,TRANPORT,$150.00
22DT000828,01/06/2022,1331 N WICKER PARK ,TRANPORT,$0.00
22DT000829,01/05/2022,2426 N LINDEN PL,TRANPORT,$150.00
22DT000829,01/05/2022,2426 N LINDEN PL,TRANPORT,$500.00
22DT000836,01/10/2022,6868 N WESTERN ,TRANPORT,$0.00
22DT000836,01/10/2022,6868 N WESTERN ,TRANPORT,$500.00
22DT000837,01/10/2022,6550 N CLARK ST,TRANPORT,$150.00
22DT000837,01/10/2022,6550 N CLARK ST,TRANPORT,$500.00
22DT000838,01/10/2022,5632 N WESTERN ,TRANPORT,$0.00
22DT000839,01/10/2022,6320 N LINCOLN ,TRANPORT,$50.00
22DT000839,01/10/2022,6320 N LINCOLN ,TRANPORT,$150.00
22DT000839,01/10/2022,6320 N LINCOLN ,TRANPORT,$500.00
22DT000840,01/10/2022,6934 N CLARK ST,TRANPORT,$0.00
22DT000840,01/10/2022,6934 N CLARK ST,TRANPORT,$150.00
22DT000841,01/10/2022,6700 N WESTERN ,TRANPORT,$150.00
22DT000842,01/25/2022,2350 N NARRAGANSETT ,TRANPORT,$0.00
22DT000842,01/25/2022,2350 N NARRAGANSETT ,TRANPORT,$50.00
22DT000843,01/25/2022,6600 W GRAND ,TRANPORT,$0.00
22DT000846,01/26/2022,2214 N CICERO ,TRANPORT,$150.00
22DT000847,01/25/2022,2725 N HARLEM ,TRANPORT,$100.00
22DT000847,01/25/2022,2725 N HARLEM ,TRANPORT,$500.00
22DT000848,01/25/2022,5410 W ROOSEVELT RD,TRANPORT,$500.00
22DT000849,01/25/2022,5614 W GRAND ,TRANPORT,$500.00
22DT000850,01/25/2022,2719 N HARLEM ,TRANPORT,$150.00
22DT000851,01/26/2022,2950 N CICERO ,TRANPORT,$150.00
22DT000852,01/25/2022,6359 W GRAND ,TRANPORT,$500.00
22DT000893,01/25/2022,1015 N PULASKI ,TRANPORT,$150.00
22DT000894,01/26/2022,3826 N LAKE ST,TRANPORT,$0.00
22DT000894,01/26/2022,3826 N LAKE ST,TRANPORT,$150.00
22DT000894,01/26/2022,3826 N LAKE ST,TRANPORT,$350.00
22DT000899,02/17/2021,5525 W DIVISION ,TRANPORT,$500.00
22DT000900,02/19/2021,1505 N LARAMIE ,TRANPORT,$0.00
22DT000900,02/19/2021,1505 N LARAMIE ,TRANPORT,$500.00
22DT000904,01/25/2022,2966 N LINCOLN ,TRANPORT,$500.00
22DT000905,01/25/2022,2435 N ASHLAND ,TRANPORT,$150.00
22DT000906,01/27/2022,1111 W MARSHFIELD ,TRANPORT,$0.00
22DT000912,01/26/2022,2820 W LYNDALE ST,TRANPORT,$0.00
22DT000917,01/26/2022,3020 N ASHLAND ,TRANPORT,$150.00
22DT000929,01/16/2022,4057 W LAWRENCE ,TRANPORT,$0.00
22DT000944,01/26/2022,4331 W BELMONT ,TRANPORT,$150.00
22DT000946,01/25/2022,4512 W DIVERSEY ,TRANPORT,$0.00
22DT000946,01/25/2022,4512 W DIVERSEY ,TRANPORT,$150.00
22DT000947,01/25/2022,4621 W BELMONT ,TRANPORT,$150.00
22DT000948,01/25/2022,4645 W DIVERSEY ,TRANPORT,$150.00
22DT000950,01/25/2022,5129 W BELMONT ,TRANPORT,$0.00
22DT000952,01/26/2022,3113 N CICERO ,TRANPORT,$500.00
22DT000953,01/26/2022,2521 N CALIFORNIA ,TRANPORT,$0.00
22DT000953,01/26/2022,2521 N CALIFORNIA ,TRANPORT,$150.00
22DT000954,01/26/2022,2810 W LOGAN ,TRANPORT,$0.00
22DT000955,01/01/2001,2528 N CALIFORNIA ,TRANPORT,$150.00
22DT000955,01/01/2001,2528 N CALIFORNIA ,TRANPORT,$500.00
22DT000956,01/26/2022,2604 N ELSTON ,TRANPORT,$500.00
22DT000957,01/25/2022,1951 W DICKENS ,TRANPORT,$500.00
22DT000958,01/26/2022,3015 N LINCOLN ,TRANPORT,$150.00
22DT000958,01/26/2022,3015 N LINCOLN ,TRANPORT,$500.00
22DT000959,01/26/2022,3019 N LINCOLN ,TRANPORT,$0.00
22DT000960,01/26/2022,3020 N LINCOLN ,TRANPORT,$500.00
22DT000961,01/26/2022,3033 N LINCOLN ,TRANPORT,$0.00
22DT000962,01/30/2022,5762 N MILWAUKEE ,TRANPORT,$150.00
22DT000963,01/30/2022,6019 N MILWAUKEE ,TRANPORT,$150.00
22DT000963,01/30/2022,6019 N MILWAUKEE ,TRANPORT,$500.00
22DT000964,01/30/2022,5941 N MILWAUKEE ,TRANPORT,$150.00
22DT000965,01/30/2022,5215 N MILWAUKEE ,TRANPORT,$150.00
22DT000966,01/27/2022,2775 N ELSTON ,TRANPORT,$150.00
22DT000966,01/27/2022,2775 N ELSTON ,TRANPORT,$500.00
22DT000967,01/27/2022,1858 N WESTERN ,TRANPORT,$150.00
22DT000968,01/27/2022,1457 W BELMONT ,TRANPORT,$150.00
22DT000969,01/06/2022,3801 W 76TH ST,TRANPORT,$150.00
22DT000971,01/25/2022,2513 N LINCOLN ,TRANPORT,$150.00
22DT000973,01/25/2022,1616 N WELLS ST,TRANPORT,$0.00
22DT000974,01/25/2022,159 W KINZIE ST,TRANPORT,$150.00
22DT000974,01/25/2022,159 W KINZIE ST,TRANPORT,$500.00
22DT000975,01/25/2022,1721 S PAULINA ST,TRANPORT,$150.00
22DT000976,01/25/2022,630 W HARRISON ST,TRANPORT,$150.00
22DT000977,01/25/2022,947 W VAN BUREN ST,TRANPORT,$50.00
22DT000979,01/27/2022,2625 N WILTON ,TRANPORT,$150.00
22DT000982,01/27/2022,701 W DIVERSEY ,TRANPORT,$0.00
22DT000983,01/26/2022,25 E CEDAR ST,TRANPORT,$150.00
22DT000984,01/26/2022,21 E CEDAR ST,TRANPORT,$150.00
22DT000985,01/26/2022,4 E CEDAR ST,TRANPORT,$0.00
22DT000985,01/26/2022,4 E CEDAR ST,TRANPORT,$500.00
22DT000986,01/25/2022,325 W EUGENIE ST,TRANPORT,$500.00
22DT000987,01/25/2022,2038 W WALTON ,TRANPORT,$0.00
22DT000991,01/06/2022,6801 S PULASKI RD,TRANPORT,$500.00
22DT000992,01/06/2022,6702 S PULASKI RD,TRANPORT,$0.00
22DT000992,01/06/2022,6702 S PULASKI RD,TRANPORT,$50.00
22DT000993,01/06/2022,6836 S PULASKI RD,TRANPORT,$150.00
22DT000994,01/06/2022,3943 W 70TH PL,TRANPORT,$150.00
22DT000996,01/06/2022,6855 S PULASKI RD,TRANPORT,$150.00
22DT000997,01/26/2022,3000 S NORMAL ,TRANPORT,$50.00
22DT000998,01/25/2022,229 W EUGENIE ST,TRANPORT,$500.00
22DT000999,01/25/2022,600 W 26TH ST,TRANPORT,$50.00
22DT001000,01/26/2022,154 W SUPERIOR ,TRANPORT,$150.00
22DT001001,01/25/2022,1252 W DICKENS ,TRANPORT,$99.00
22DT001001,01/25/2022,1252 W DICKENS ,TRANPORT,$500.00
22DT001002,01/26/2022,946 W 31ST PL,TRANPORT,$500.00
22DT001003,01/26/2022,2935 S LYMAN ,TRANPORT,$150.00
22DT001004,01/25/2022,1626 W BLACKHAWK ,TRANPORT,$500.00
22DT001005,01/26/2022,2907 S UNION ,TRANPORT,$150.00
22DT001012,01/25/2022,2153 W SCHILLER ,TRANPORT,$150.00
22DT001014,01/28/2022,67 W SCHILLER ,TRANPORT,$500.00
22DT001016,01/27/2022,1414 N NOBLE ,TRANPORT,$150.00
22DT001017,01/27/2022,3714 S HALSTED ,TRANPORT,$150.00
22DT001019,01/27/2022,2471 S SENOUR ,TRANPORT,$500.00
22DT001020,01/27/2022,1418 W BLACKHAWK ,TRANPORT,$150.00
22DT001020,01/27/2022,1418 W BLACKHAWK ,TRANPORT,$500.00
22DT001036,01/31/2022,4401 N CHRISTIANA ,TRANPORT,$50.00
22DT001036,01/31/2022,4401 N CHRISTIANA ,TRANPORT,$500.00
22DT001037,01/26/2022,4024 N KEDZIE ,TRANPORT,$50.00
22DT001037,01/26/2022,4024 N KEDZIE ,TRANPORT,$150.00
22DT001041,01/04/2022,1233 S WABASH ,TRANPORT,$100.00
22DT001041,01/04/2022,1233 S WABASH ,TRANPORT,$150.00
22DT001042,01/04/2022,1100 E 47TH ST,TRANPORT,$0.00
22DT001042,01/04/2022,1100 E 47TH ST,TRANPORT,$150.00
22DT001043,01/04/2022,1235 S WABASH ,TRANPORT,$150.00
22DT001044,01/04/2022,1221 S WABASH ,TRANPORT,$150.00
22DT001045,01/04/2022,4646 S DREXEL ,TRANPORT,$0.00
22DT001046,02/07/2022,3356 N SHEFFIELD ,TRANPORT,$0.00
22DT001046,02/07/2022,3356 N SHEFFIELD ,TRANPORT,$500.00
22DT001047,02/01/2022,43 N PINE ,TRANPORT,$0.00
22DT001047,02/01/2022,43 N PINE ,TRANPORT,$150.00
22DT001051,01/31/2022,2400 N OAKLEY ,TRANPORT,$0.00
22DT001054,01/26/2022,10259 S MICHIGAN ,TRANPORT,$500.00
22DT001065,01/27/2022,45 W 103RD ST,TRANPORT,$150.00
22DT001065,01/27/2022,45 W 103RD ST,TRANPORT,$500.00
22DT001067,02/19/2021,901 N PULASKI ,TRANPORT,$500.00
22DT001068,01/25/2022,4830 S PULASKI RD,TRANPORT,$500.00
22DT001069,01/07/2022,6633 S PULASKI RD,TRANPORT,$500.00
22DT001070,01/30/2022,5144 N CICERO ,TRANPORT,$150.00
22DT001071,01/30/2022,4848  LAWRENCE ,TRANPORT,$150.00
22DT001072,01/30/2022,5152 N CICERO ,TRANPORT,$150.00
22DT001073,01/30/2022,6333 N CICERO ,TRANPORT,$150.00
22DT001074,01/30/2022,3434 W PETERSON ,TRANPORT,$150.00
22DT001075,02/08/2022,5515 N NORTHWEST HWY ,TRANPORT,$150.00
22DT001077,02/08/2022,6436 W HIGGINS ,TRANPORT,$0.00
22DT001079,01/30/2022,4815 N WESTERN ,TRANPORT,$150.00
22DT001080,01/30/2022,6801 N WESTERN ,TRANPORT,$0.00
22DT001081,01/30/2022,5035 W LAWRENCE ,TRANPORT,$500.00
22DT001083,01/26/2022,651 S WELLS ST,TRANPORT,$500.00
22DT001084,01/31/2022,2019 W 35TH ST,TRANPORT,$150.00
22DT001085,01/31/2022,2023 W 35TH ST,TRANPORT,$150.00
22DT001087,02/07/2022,2601 W FOSTER ,TRANPORT,$150.00
22DT001088,02/07/2022,4874 N LINCOLN ,TRANPORT,$500.00
22DT001089,02/03/2022,6101 N SEELEY ,TRANPORT,$150.00
22DT001090,02/03/2022,5239 N KEDZIE ,TRANPORT,$500.00
22DT001091,02/07/2022,4908 N LINCOLN ,TRANPORT,$0.00
22DT001091,02/07/2022,4908 N LINCOLN ,TRANPORT,$500.00
22DT001092,02/03/2022,126 W GRAND ,TRANPORT,$150.00
22DT001093,02/03/2022,128 W GRAND ,TRANPORT,$150.00
22DT001094,02/01/2022,25 E CEDAR ST,TRANPORT,$150.00
22DT001095,02/01/2022,1057 N WOLCOTT ,TRANPORT,$50.00
22DT001095,02/01/2022,1057 N WOLCOTT ,TRANPORT,$150.00
22DT001096,02/01/2022,4 E CEDAR ST,TRANPORT,$150.00
